[TAILING] Tailing last 1000 lines for [all] processes (change the value with --lines option)
/root/.pm2/pm2.log last 1000 lines:
PM2        | 2017-05-16 19:02:33: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:25: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:22:25: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:25: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:26: App [weapp] with id [0] and pid [2655], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:26: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:26: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:26: App [weapp] with id [0] and pid [2675], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:26: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:26: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:27: App [weapp] with id [0] and pid [2695], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:27: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:27: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:28: App [weapp] with id [0] and pid [2715], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:28: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:28: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:28: App [weapp] with id [0] and pid [2735], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:28: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:28: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:29: App [weapp] with id [0] and pid [2755], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:29: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:29: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:29: App [weapp] with id [0] and pid [2775], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:29: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:29: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:30: App [weapp] with id [0] and pid [2795], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:30: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:22:30: Stopping app:weapp id:0
PM2        | 2017-05-16 19:22:30: App [weapp] with id [0] and pid [2822], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:22:30: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:22:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:30: App [weapp] with id [0] and pid [2832], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:31: App [weapp] with id [0] and pid [2852], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:31: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:31: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:32: App [weapp] with id [0] and pid [2872], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:32: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:32: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:32: App [weapp] with id [0] and pid [2892], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:32: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:32: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:33: App [weapp] with id [0] and pid [2912], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:33: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:33: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:33: App [weapp] with id [0] and pid [2932], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:33: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:33: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:34: App [weapp] with id [0] and pid [2952], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:34: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:34: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:34: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:22:34: Stopping app:weapp id:0
PM2        | 2017-05-16 19:22:34: App [weapp] with id [0] and pid [2972], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:22:34: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:34: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:35: App [weapp] with id [0] and pid [2992], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:35: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:35: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:36: App [weapp] with id [0] and pid [3012], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:36: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:36: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:36: App [weapp] with id [0] and pid [3032], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:36: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:36: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:37: App [weapp] with id [0] and pid [3052], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:37: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:37: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:37: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:22:37: Stopping app:weapp id:0
PM2        | 2017-05-16 19:22:37: App [weapp] with id [0] and pid [3072], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:22:37: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:22:37: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:37: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:38: App [weapp] with id [0] and pid [3088], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:38: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:38: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:38: App [weapp] with id [0] and pid [3108], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:38: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:38: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:39: App [weapp] with id [0] and pid [3128], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:39: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:39: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:40: App [weapp] with id [0] and pid [3148], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:40: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:40: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:40: App [weapp] with id [0] and pid [3168], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:40: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:40: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:41: App [weapp] with id [0] and pid [3188], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:41: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:41: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:41: App [weapp] with id [0] and pid [3208], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:41: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:41: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:42: App [weapp] with id [0] and pid [3228], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:42: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:42: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:42: App [weapp] with id [0] and pid [3249], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:42: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:42: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:43: App [weapp] with id [0] and pid [3270], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:43: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:43: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:44: App [weapp] with id [0] and pid [3290], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:44: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:44: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:44: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:22:44: Stopping app:weapp id:0
PM2        | 2017-05-16 19:22:44: Process with pid 3310 still not killed, retrying...
PM2        | 2017-05-16 19:22:44: App [weapp] with id [0] and pid [3310], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:44: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:44: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:45: App [weapp] with id [0] and pid [3330], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:45: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:45: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:45: App [weapp] with id [0] and pid [3350], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:45: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:45: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:46: App [weapp] with id [0] and pid [3370], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:46: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:46: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:47: App [weapp] with id [0] and pid [3390], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:47: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:47: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:47: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:22:47: Stopping app:weapp id:0
PM2        | 2017-05-16 19:22:47: App [weapp] with id [0] and pid [3410], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:22:47: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:22:47: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:47: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:47: App [weapp] with id [0] and pid [3426], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:47: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:47: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:48: App [weapp] with id [0] and pid [3446], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:48: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:48: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:48: App [weapp] with id [0] and pid [3466], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:48: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:48: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:49: App [weapp] with id [0] and pid [3486], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:49: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:49: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:49: App [weapp] with id [0] and pid [3506], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:49: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:49: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:50: App [weapp] with id [0] and pid [3527], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:50: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:50: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:50: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:22:50: Stopping app:weapp id:0
PM2        | 2017-05-16 19:22:51: Process with pid 3548 still not killed, retrying...
PM2        | 2017-05-16 19:22:51: App [weapp] with id [0] and pid [3548], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:51: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:51: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:51: App [weapp] with id [0] and pid [3568], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:51: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:51: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:52: App [weapp] with id [0] and pid [3588], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:52: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:52: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:52: App [weapp] with id [0] and pid [3608], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:52: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:53: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:53: App [weapp] with id [0] and pid [3629], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:53: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:53: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:54: App [weapp] with id [0] and pid [3649], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:54: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:54: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:54: App [weapp] with id [0] and pid [3669], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:54: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:54: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:55: App [weapp] with id [0] and pid [3689], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:55: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:55: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:55: App [weapp] with id [0] and pid [3709], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:55: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:55: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:56: App [weapp] with id [0] and pid [3729], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:56: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:56: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:57: App [weapp] with id [0] and pid [3749], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:57: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:57: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:57: App [weapp] with id [0] and pid [3769], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:57: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:57: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:58: App [weapp] with id [0] and pid [3789], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:58: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:58: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:58: App [weapp] with id [0] and pid [3809], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:58: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:58: App name:weapp id:0 online
PM2        | 2017-05-16 19:22:59: App [weapp] with id [0] and pid [3829], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:22:59: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:22:59: App name:weapp id:0 online
PM2        | 2017-05-16 19:23:00: App [weapp] with id [0] and pid [3849], exited with code [1] via signal [SIGINT]
PM2        | 2017-05-16 19:23:00: Script /data/release/node-weapp-demo/app.js had too many unstable restarts (16). Stopped. "errored"
PM2        | 2017-05-16 19:23:30: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:23:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:23:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:23:30: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:23:30: Stopping app:weapp id:0
PM2        | 2017-05-16 19:23:30: Proc is not defined anymore or is being killed
PM2        | 2017-05-16 19:23:30: App [weapp] with id [0] and pid [3952], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:23:30: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:23:30: App name:weapp id:0 online
PM2        | 2017-05-16 19:23:34: Change detected on path business/mongodb_handles.js for app weapp - restarting
PM2        | 2017-05-16 19:23:34: Stopping app:weapp id:0
PM2        | 2017-05-16 19:23:34: App [weapp] with id [0] and pid [3962], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:23:34: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:23:34: App name:weapp id:0 online
PM2        | 2017-05-16 19:25:03: Change detected on path logstemp.txt for app weapp - restarting
PM2        | 2017-05-16 19:25:03: Stopping app:weapp id:0
PM2        | 2017-05-16 19:25:03: App [weapp] with id [0] and pid [3982], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:25:03: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:25:03: App name:weapp id:0 online
PM2        | 2017-05-16 19:25:09: Change detected on path logstemp.txt for app weapp - restarting
PM2        | 2017-05-16 19:25:09: Stopping app:weapp id:0
PM2        | 2017-05-16 19:25:09: App [weapp] with id [0] and pid [4154], exited with code [0] via signal [SIGINT]
PM2        | 2017-05-16 19:25:09: Starting execution sequence in -fork mode- for app name:weapp id:0
PM2        | 2017-05-16 19:25:09: App name:weapp id:0 online
PM2        | 2017-05-16 19:25:09: Change detected on path logstemp.txt for app weapp - restarting
PM2        | 2017-05-16 19:25:09: Stopping app:weapp id:0

/root/.pm2/logs/weapp-error.log last 1000 lines:
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
0|weapp    |     at Function._load (/usr/lib/node_modules/pm2/node_modules/pmx/lib/transaction.js:62:21)
0|weapp    |     at Module.require (module.js:353:17)
0|weapp    |     at require (internal/module.js:12:17)
0|weapp    |     at Object.<anonymous> (/data/release/node-weapp-demo/routes/order.js:3:22)
0|weapp    |     at Module._compile (module.js:409:26)
0|weapp    | SyntaxError: Unexpected token ILLEGAL
0|weapp    |     at exports.runInThisContext (vm.js:53:16)
0|weapp    |     at Module._compile (module.js:373:25)
0|weapp    |     at Object.Module._extensions..js (module.js:416:10)
0|weapp    |     at Module.load (module.js:343:32)
0|weapp    |     at Function.Module._load (module.js:300:12)
